"A5YKK6"	"RBP"	1.67853004371813	0	0.0954455793911258	0.164899282251633	FALSE
"A8MYA2"	"Putative RBP"	2.0413208830871	0	0.0221531589455291	0.047895377161563	TRUE
"O00159"	"Putative RBP"	2.08836318845942	0	0.171441967248426	0.274165460021243	FALSE
"O00203"	"Putative RBP"	-0.683195756215686	0	0.795979273993384	0.859544212737898	FALSE
"O00267"	"RBP"	2.80179896509766	NA	NA	NA	NA
"O00299"	"Putative RBP"	6.02002353298713	NA	NA	NA	NA
"O00461"	"Glycoprotein"	1.86525430364187	0	0.00933817015554738	0.0219022536375566	TRUE
"O00468"	"Glycoprotein"	-0.658584669265254	0	0.91397377756534	0.943220938447431	FALSE
"O00541"	"RBP"	6.76852416074395	NA	NA	NA	NA
"O00566"	"RBP"	7.55854415241662	NA	NA	NA	NA
"O00567"	"RBP"	3.77282932055327	NA	NA	NA	NA
"O00571"	"RBP"	6.87653615369481	0	0.00420611041518925	0.0112028498667732	TRUE
"O00592"	"Glycoprotein"	-0.060540568616962	0	0.536919879174174	0.683513135659228	FALSE
"O00622"	"Putative RBP"	3.14811167159282	0	0.00159801071244618	0.00533129435962649	TRUE
"O14578"	"Putative RBP"	1.31632583298876	0	0.02806829118553	0.0584001542408608	FALSE
"O14646"	"Putative RBP"	-0.382348001256386	0	0.76208123736829	0.842644111032938	FALSE
"O14745"	"Putative RBP"	5.37084836936783	0	0.0001706411151664	0.00103320280327317	TRUE
"O14786"	"Glycoprotein"	0.345074111671291	NA	NA	NA	NA
"O14974"	"Putative RBP"	3.02336725542443	NA	NA	NA	NA
"O14979"	"RBP"	4.97760946332499	0	0.000179315982557438	0.00106761977307275	TRUE
"O15027"	"Putative RBP"	0.252383461522539	0	0.442881766539026	0.612125870180725	FALSE
"O15031"	"Glycoprotein"	3.64763923773944	0	6.46526802590195e-05	0.000510624229800827	TRUE
"O15042"	"RBP"	0.128961828893124	0	0.384679349737933	0.550866279283701	FALSE
"O15067"	"Putative RBP"	0.922902013868523	NA	NA	NA	NA
"O15118"	"Glycoprotein"	-0.665453489517595	0	0.848020068596182	0.89667695777793	FALSE
"O15230"	"Glycoprotein"	0.965762373475222	0	0.201935037583933	0.320282211249927	FALSE
"O15231"	"Putative RBP"	7.2423645051597	NA	NA	NA	NA
"O15234"	"RBP"	5.90069432964462	NA	NA	NA	NA
"O15294"	"Glycoprotein"	2.39193335890388	NA	NA	NA	NA
"O15479"	"Putative RBP"	4.91607372173087	NA	NA	NA	NA
"O43143"	"RBP"	4.4385611917077	0	0.000149710138614421	0.000934481026512594	TRUE
"O43159"	"RBP"	2.5251514653244	NA	NA	NA	NA
"O43175"	"Putative RBP"	0.971036986924432	0	0.0659572361096792	0.123308082185006	FALSE
"O43194"	"Glycoprotein"	0.182194894824683	0	0.370372294000983	0.535184849907854	FALSE
"O43251"	"RBP"	5.40258575823259	NA	NA	NA	NA
"O43290"	"RBP"	5.29958507294935	NA	NA	NA	NA
"O43390"	"RBP"	6.44647508194136	0	2.20639451370019e-05	0.000258749902061204	TRUE
"O43491"	"Putative RBP"	2.73029345889799	NA	NA	NA	NA
"O43493"	"Glycoprotein"	0.274938250443869	0	0.416320356462265	0.583753543300349	FALSE
"O43670"	"RBP"	4.38655649715478	NA	NA	NA	NA
"O43684"	"Putative RBP"	5.68877889545961	NA	NA	NA	NA
"O43707"	"RBP"	3.22808111808494	0	0.00274711833745232	0.00799349471123344	TRUE
"O43719"	"RBP"	0.0427916371067187	0	0.4771228644622	0.641133849121082	FALSE
"O43776"	"Putative RBP"	3.80197923521535	NA	NA	NA	NA
"O43823"	"RBP"	2.15176101020916	NA	NA	NA	NA
"O60279"	"Putative RBP"	-1.05884647506862	0	0.997859239360604	0.997859239360604	FALSE
"O60306"	"RBP"	4.88392944716521	NA	NA	NA	NA
"O60506"	"RBP"	4.27238120762392	0	5.83286061831781e-05	0.000487115520624604	TRUE
"O60664"	"Putative RBP"	1.47881177993324	0	0.0291746149112181	0.060377411607708	FALSE
"O60704"	"Glycoprotein"	-0.446640231932776	0	0.731143527873688	0.829772860079523	FALSE
"O60763"	"RBP"	1.76218033471101	NA	NA	NA	NA
"O60832"	"RBP"	5.01314996395354	0	1.19316167230209e-06	4.75463228997042e-05	TRUE
"O60841"	"RBP"	-0.138236943361889	0	0.645937942227305	0.769163026590667	FALSE
"O75152"	"RBP"	3.87560359090202	NA	NA	NA	NA
"O75153"	"RBP"	3.22904497785277	NA	NA	NA	NA
"O75179"	"RBP"	3.53123265403178	NA	NA	NA	NA
"O75369"	"RBP"	1.45870260122066	0	0.00295292166090012	0.00840279913800256	TRUE
"O75400"	"RBP"	-0.0578468699210761	0	0.608232925416278	0.740207994138678	FALSE
"O75487"	"Glycoprotein"	-0.356738006773233	0	0.69932839260126	0.810299664481101	FALSE
"O75494"	"RBP"	-0.110399981549588	0	0.53083414624751	0.68024110793969	FALSE
"O75533"	"RBP"	5.92832197614003	NA	NA	NA	NA
"O75534"	"RBP"	2.82057740056535	0	0.031239084192093	0.0629662790746874	FALSE
"O75643"	"RBP"	1.14343593086852	0	0.104884822023866	0.179708276840362	FALSE
"O75691"	"RBP"	2.6987720124216	0	0.0866182313903573	0.155190997907724	FALSE
"O75821"	"RBP"	3.4649544242732	NA	NA	NA	NA
"O75822"	"RBP"	3.99428286552321	NA	NA	NA	NA
"O75882"	"Glycoprotein"	-0.0173124807807667	NA	NA	NA	NA
"O76021"	"RBP"	4.54559666893796	0	1.25788341449901e-05	0.000194720352564447	TRUE
"O94856"	"Glycoprotein"	1.64694607750214	NA	NA	NA	NA
"O94880"	"Putative RBP"	-0.596687027183101	NA	NA	NA	NA
"O95218"	"RBP"	-0.437679016338084	0	0.886473688415671	0.92470435961419	FALSE
"O95232"	"RBP"	-0.095175953456331	0	0.579457750050048	0.714172449902448	FALSE
"O95239"	"Putative RBP"	4.62388149001346	NA	NA	NA	NA
"O95347"	"Putative RBP"	2.38385428473869	NA	NA	NA	NA
"O95373"	"Putative RBP"	1.31436847678424	NA	NA	NA	NA
"O95487"	"Putative RBP"	2.38435463916795	NA	NA	NA	NA
"O95490"	"Glycoprotein"	-0.606849928804563	NA	NA	NA	NA
"O95613"	"Putative RBP"	0.454811958169238	NA	NA	NA	NA
"O95758"	"RBP"	2.9383581818106	NA	NA	NA	NA
"O95793"	"RBP"	2.81469108983349	NA	NA	NA	NA
"O95817"	"Putative RBP"	5.86009139865189	NA	NA	NA	NA
"P00338"	"Putative RBP"	0.311584445390399	0	0.387698364421212	0.551614952319886	FALSE
"P01130"	"Glycoprotein"	-0.384737407694481	0	0.676245846847546	0.794606395239969	FALSE
"P02452"	"Glycoprotein"	-0.218586803197106	0	0.573144148021087	0.710919183603079	FALSE
"P02545"	"Putative RBP"	2.28867424885919	0	0.00530955210222429	0.0133327024487325	TRUE
"P02751"	"Glycoprotein"	2.84227378548324	0	0.000768343918250363	0.00300237634638005	TRUE
"P02765"	"Glycoprotein"	5.66684669643503	NA	NA	NA	NA
"P02786"	"RBGP"	5.89572455615955	0	0.0155505738680675	0.0349887912031519	TRUE
"P04083"	"RBP"	3.34984647630002	NA	NA	NA	NA
"P04156"	"Glycoprotein"	-0.337512504669816	0	0.725113684136044	0.825349987531321	FALSE
"P04216"	"Glycoprotein"	-0.77710384782767	0	0.774363716256443	0.853785635872488	FALSE
"P04406"	"Putative RBP"	1.06349027695086	0	0.0875187088917525	0.156081752724001	FALSE
"P04792"	"RBP"	1.50474085457226	0	0.0665927368906106	0.123308082185006	FALSE
